sampleName	isolationSource	collectionDate	geoLocName	latitude	longitude	amrResGenes	predictedSir	dangerZone	sampleAnalysisType	temperature	ph	tds	dissolvedO2	ec	isolateId	organism	collectedBy	sequenceName	coverage
APR-003	River Water	2024-11-25	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	26.11	7.09	416	5.33	645	ISO-2026-47-1	Enterococcus faecalis	Automated Script	Contig_47	99.2
APR-004	River Water	2024-11-25	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	27.92	6.12	552	4.70	855	ISO-2026-47-2	Klebsiella pneumoniae	Automated Script	Contig_47	85.5
APR-005	River Water	2024-11-25	Wonderboom - Apies River	-25.69	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	27.03	6.48	465	5.25	721	ISO-2026-47-3	Enterococcus faecalis	Automated Script	Contig_47	96.0
APR-006	River Water	2024-11-25	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	26.07	7.14	346	5.50	537	ISO-2026-47-4	Pseudomonas aeruginosa	Automated Script	Contig_47	88.6
APR-002	River Water	2024-12-02	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	26.48	6.04	532	5.44	824	ISO-2026-48-0	E. coli	Automated Script	Contig_48	90.3
APR-003	River Water	2024-12-02	Pretoria CBD	-25.746	28.201	ampC_intrinsic	Susceptible	green	16S rRNA	26.70	6.96	439	5.09	680	ISO-2026-48-1	Klebsiella pneumoniae	Automated Script	Contig_48	85.8
APR-004	River Water	2024-12-02	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	27.15	6.28	570	5.70	884	ISO-2026-48-2	E. coli	Automated Script	Contig_48	91.2
APR-005	River Water	2024-12-02	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	27.34	6.70	953	5.15	1477	ISO-2026-48-3	Enterococcus faecalis	Automated Script	Contig_48	95.1
APR-006	River Water	2024-12-02	Pretoria North - Apies River	-25.67	28.187	acrB, tolC	Susceptible	green	16S rRNA	27.90	7.14	364	4.98	564	ISO-2026-48-4	Pseudomonas aeruginosa	Automated Script	Contig_48	87.0
APR-002	River Water	2024-12-09	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	26.72	5.92	521	5.43	808	ISO-2026-49-0	Klebsiella pneumoniae	Automated Script	Contig_49	98.3
APR-003	River Water	2024-12-09	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	27.61	7.11	404	4.64	627	ISO-2026-49-1	Pseudomonas aeruginosa	Automated Script	Contig_49	89.5
APR-004	River Water	2024-12-09	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	26.70	6.01	600	5.09	929	ISO-2026-49-2	Pseudomonas aeruginosa	Automated Script	Contig_49	100.0
APR-005	River Water	2024-12-09	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	28.55	6.44	433	4.58	671	ISO-2026-49-3	E. coli	Automated Script	Contig_49	92.6
APR-006	River Water	2024-12-09	Pretoria North - Apies River	-25.67	28.187	qnrS1, strA	Intermediate	yellow	16S rRNA	28.08	7.40	763	4.56	1183	ISO-2026-49-4	Klebsiella pneumoniae	Automated Script	Contig_49	95.0
APR-002	River Water	2024-12-16	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	28.35	6.26	527	4.71	816	ISO-2026-50-0	Enterococcus faecalis	Automated Script	Contig_50	98.3
APR-003	River Water	2024-12-16	Pretoria CBD	-25.746	28.201	ampC_intrinsic	Susceptible	green	16S rRNA	28.51	7.05	411	4.58	637	ISO-2026-50-1	Enterococcus faecalis	Automated Script	Contig_50	88.2
APR-004	River Water	2024-12-16	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	27.97	6.23	1256	5.43	1946	ISO-2026-50-2	Enterococcus faecalis	Automated Script	Contig_50	89.4
APR-005	River Water	2024-12-16	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	27.32	6.69	439	5.32	680	ISO-2026-50-3	Enterococcus faecalis	Automated Script	Contig_50	91.2
APR-006	River Water	2024-12-16	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	26.98	7.18	378	5.35	585	ISO-2026-50-4	E. coli	Automated Script	Contig_50	90.9
APR-002	River Water	2024-12-23	Groenkloof - Apies River	-25.78	28.1957	qnrS1, strA	Intermediate	yellow	16S rRNA	28.26	6.21	945	4.91	1464	ISO-2026-51-0	E. coli	Automated Script	Contig_51	85.2
APR-003	River Water	2024-12-23	Pretoria CBD	-25.746	28.201	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	27.65	7.10	406	4.99	629	ISO-2026-51-1	E. coli	Automated Script	Contig_51	99.9
APR-004	River Water	2024-12-23	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	27.69	6.14	598	4.90	927	ISO-2026-51-2	Enterococcus faecalis	Automated Script	Contig_51	96.0
APR-005	River Water	2024-12-23	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	27.76	6.41	437	4.59	677	ISO-2026-51-3	Klebsiella pneumoniae	Automated Script	Contig_51	95.1
APR-006	River Water	2024-12-23	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	28.28	7.38	352	5.06	545	ISO-2026-51-4	Klebsiella pneumoniae	Automated Script	Contig_51	87.9
APR-002	River Water	2024-12-30	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	28.30	5.96	509	5.04	789	ISO-2026-52-0	Pseudomonas aeruginosa	Automated Script	Contig_52	95.4
APR-003	River Water	2024-12-30	Pretoria CBD	-25.746	28.201	qnrS1, strA	Intermediate	yellow	16S rRNA	28.97	7.10	428	4.72	664	ISO-2026-52-1	E. coli	Automated Script	Contig_52	94.2
APR-004	River Water	2024-12-30	Pretoria Zoo - Apies River	-25.735	28.188	qnrS1, strA	Intermediate	yellow	16S rRNA	27.70	6.13	580	4.67	898	ISO-2026-52-2	Klebsiella pneumoniae	Automated Script	Contig_52	90.9
APR-005	River Water	2024-12-30	Wonderboom - Apies River	-25.69	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	27.25	6.64	439	5.32	681	ISO-2026-52-3	Enterococcus faecalis	Automated Script	Contig_52	97.2
APR-006	River Water	2024-12-30	Pretoria North - Apies River	-25.67	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	28.22	7.19	359	4.70	557	ISO-2026-52-4	Pseudomonas aeruginosa	Automated Script	Contig_52	97.4
APR-002	River Water	2025-01-06	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	27.26	6.18	1320	4.73	2047	ISO-2026-53-0	E. coli	Automated Script	Contig_53	94.0
APR-003	River Water	2025-01-06	Pretoria CBD	-25.746	28.201	ampC_intrinsic	Susceptible	green	16S rRNA	28.87	6.86	407	4.83	631	ISO-2026-53-1	E. coli	Automated Script	Contig_53	97.4
APR-004	River Water	2025-01-06	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	27.30	6.24	568	5.00	880	ISO-2026-53-2	Enterococcus faecalis	Automated Script	Contig_53	93.5
APR-005	River Water	2025-01-06	Wonderboom - Apies River	-25.69	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	27.81	6.57	461	4.64	714	ISO-2026-53-3	E. coli	Automated Script	Contig_53	96.8
APR-006	River Water	2025-01-06	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	27.28	7.09	357	5.52	553	ISO-2026-53-4	E. coli	Automated Script	Contig_53	88.1
APR-002	River Water	2025-01-13	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	26.92	6.27	520	5.32	805	ISO-2026-54-0	Pseudomonas aeruginosa	Automated Script	Contig_54	86.1
APR-003	River Water	2025-01-13	Pretoria CBD	-25.746	28.201	ampC_intrinsic	Susceptible	green	16S rRNA	28.41	6.98	424	5.23	657	ISO-2026-54-1	Enterococcus faecalis	Automated Script	Contig_54	94.8
APR-004	River Water	2025-01-13	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	26.96	6.27	564	4.81	874	ISO-2026-54-2	Enterococcus faecalis	Automated Script	Contig_54	97.7
APR-005	River Water	2025-01-13	Wonderboom - Apies River	-25.69	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	26.83	6.74	457	5.12	708	ISO-2026-54-3	E. coli	Automated Script	Contig_54	97.5
APR-006	River Water	2025-01-13	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	27.79	7.15	358	5.08	556	ISO-2026-54-4	Klebsiella pneumoniae	Automated Script	Contig_54	86.3
APR-002	River Water	2025-01-20	Groenkloof - Apies River	-25.78	28.1957	ampC_intrinsic	Susceptible	green	16S rRNA	27.81	5.96	1288	4.79	1997	ISO-2026-55-0	Pseudomonas aeruginosa	Automated Script	Contig_55	88.0
APR-003	River Water	2025-01-20	Pretoria CBD	-25.746	28.201	blaNDM-1, mcr-1	Resistant	red	16S rRNA	27.39	6.81	430	5.64	666	ISO-2026-55-1	Enterococcus faecalis	Automated Script	Contig_55	99.2
APR-004	River Water	2025-01-20	Pretoria Zoo - Apies River	-25.735	28.188	acrB, tolC	Susceptible	green	16S rRNA	26.72	6.15	569	5.74	882	ISO-2026-55-2	E. coli	Automated Script	Contig_55	96.9
APR-005	River Water	2025-01-20	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	26.77	6.66	440	4.84	681	ISO-2026-55-3	Enterococcus faecalis	Automated Script	Contig_55	85.3
APR-006	River Water	2025-01-20	Pretoria North - Apies River	-25.67	28.187	vanA, mecA	Resistant	red	16S rRNA	27.02	7.12	350	5.46	542	ISO-2026-55-4	Klebsiella pneumoniae	Automated Script	Contig_55	99.5
APR-002	River Water	2025-01-27	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	26.33	6.22	543	5.11	841	ISO-2026-56-0	E. coli	Automated Script	Contig_56	86.7
APR-003	River Water	2025-01-27	Pretoria CBD	-25.746	28.201	ampC_intrinsic	Susceptible	green	16S rRNA	27.95	6.85	419	4.85	650	ISO-2026-56-1	Pseudomonas aeruginosa	Automated Script	Contig_56	93.1
APR-004	River Water	2025-01-27	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	27.38	6.19	580	5.23	899	ISO-2026-56-2	E. coli	Automated Script	Contig_56	94.3
APR-005	River Water	2025-01-27	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	27.31	6.41	448	4.78	694	ISO-2026-56-3	Klebsiella pneumoniae	Automated Script	Contig_56	88.1
APR-006	River Water	2025-01-27	Pretoria North - Apies River	-25.67	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	28.19	7.29	699	5.32	1083	ISO-2026-56-4	E. coli	Automated Script	Contig_56	89.6
APR-002	River Water	2025-02-03	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	27.68	5.95	532	4.65	824	ISO-2026-57-0	Enterococcus faecalis	Automated Script	Contig_57	95.7
APR-003	River Water	2025-02-03	Pretoria CBD	-25.746	28.201	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	27.12	7.09	425	4.72	658	ISO-2026-57-1	Pseudomonas aeruginosa	Automated Script	Contig_57	86.5
APR-004	River Water	2025-02-03	Pretoria Zoo - Apies River	-25.735	28.188	acrB, tolC	Susceptible	green	16S rRNA	26.29	6.06	599	5.86	928	ISO-2026-57-2	Pseudomonas aeruginosa	Automated Script	Contig_57	98.0
APR-005	River Water	2025-02-03	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	26.84	6.59	455	5.57	706	ISO-2026-57-3	E. coli	Automated Script	Contig_57	94.4
APR-006	River Water	2025-02-03	Pretoria North - Apies River	-25.67	28.187	vanA, mecA	Resistant	red	16S rRNA	26.34	7.28	356	5.00	552	ISO-2026-57-4	Pseudomonas aeruginosa	Automated Script	Contig_57	91.9
APR-002	River Water	2025-02-10	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	26.38	6.29	516	5.65	800	ISO-2026-58-0	Enterococcus faecalis	Automated Script	Contig_58	93.5
APR-003	River Water	2025-02-10	Pretoria CBD	-25.746	28.201	qnrS1, strA	Intermediate	yellow	16S rRNA	25.99	7.10	861	5.41	1335	ISO-2026-58-1	Klebsiella pneumoniae	Automated Script	Contig_58	86.9
APR-004	River Water	2025-02-10	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	26.96	6.04	589	5.42	912	ISO-2026-58-2	Klebsiella pneumoniae	Automated Script	Contig_58	88.4
APR-005	River Water	2025-02-10	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	26.55	6.77	450	5.73	698	ISO-2026-58-3	Klebsiella pneumoniae	Automated Script	Contig_58	87.2
APR-006	River Water	2025-02-10	Pretoria North - Apies River	-25.67	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	25.63	7.17	361	5.46	559	ISO-2026-58-4	E. coli	Automated Script	Contig_58	94.9
APR-002	River Water	2025-02-17	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	26.35	5.93	516	5.23	801	ISO-2026-59-0	Pseudomonas aeruginosa	Automated Script	Contig_59	85.1
APR-003	River Water	2025-02-17	Pretoria CBD	-25.746	28.201	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	25.35	6.92	435	5.62	674	ISO-2026-59-1	Pseudomonas aeruginosa	Automated Script	Contig_59	98.1
APR-004	River Water	2025-02-17	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	25.09	6.07	580	5.47	899	ISO-2026-59-2	Pseudomonas aeruginosa	Automated Script	Contig_59	98.9
APR-005	River Water	2025-02-17	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	26.56	6.61	441	5.77	684	ISO-2026-59-3	Enterococcus faecalis	Automated Script	Contig_59	89.4
APR-006	River Water	2025-02-17	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	25.28	7.23	374	5.66	580	ISO-2026-59-4	Pseudomonas aeruginosa	Automated Script	Contig_59	85.4
APR-002	River Water	2025-02-24	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	25.52	6.03	527	5.96	817	ISO-2026-60-0	Pseudomonas aeruginosa	Automated Script	Contig_60	86.8
APR-003	River Water	2025-02-24	Pretoria CBD	-25.746	28.201	qnrS1, strA	Intermediate	yellow	16S rRNA	26.10	7.19	424	5.37	658	ISO-2026-60-1	Pseudomonas aeruginosa	Automated Script	Contig_60	85.3
APR-004	River Water	2025-02-24	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	25.17	6.33	581	5.32	900	ISO-2026-60-2	Pseudomonas aeruginosa	Automated Script	Contig_60	99.5
APR-005	River Water	2025-02-24	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	26.27	6.51	439	5.63	681	ISO-2026-60-3	E. coli	Automated Script	Contig_60	99.3
APR-006	River Water	2025-02-24	Pretoria North - Apies River	-25.67	28.187	vanA, mecA	Resistant	red	16S rRNA	24.70	7.18	351	5.51	545	ISO-2026-60-4	Enterococcus faecalis	Automated Script	Contig_60	93.3
APR-002	River Water	2025-03-03	Groenkloof - Apies River	-25.78	28.1957	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	24.82	6.16	1317	6.02	2041	ISO-2026-61-0	Pseudomonas aeruginosa	Automated Script	Contig_61	88.4
APR-003	River Water	2025-03-03	Pretoria CBD	-25.746	28.201	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	24.31	6.86	914	6.21	1416	ISO-2026-61-1	Klebsiella pneumoniae	Automated Script	Contig_61	90.0
APR-004	River Water	2025-03-03	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	25.78	6.36	586	5.06	908	ISO-2026-61-2	Pseudomonas aeruginosa	Automated Script	Contig_61	86.5
APR-005	River Water	2025-03-03	Wonderboom - Apies River	-25.69	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	24.60	6.49	440	5.63	682	ISO-2026-61-3	Pseudomonas aeruginosa	Automated Script	Contig_61	85.3
APR-006	River Water	2025-03-03	Pretoria North - Apies River	-25.67	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	25.59	7.28	375	5.52	581	ISO-2026-61-4	E. coli	Automated Script	Contig_61	87.2
APR-002	River Water	2025-03-10	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	23.44	5.97	553	6.13	856	ISO-2026-62-0	Pseudomonas aeruginosa	Automated Script	Contig_62	93.7
APR-003	River Water	2025-03-10	Pretoria CBD	-25.746	28.201	acrB, tolC	Susceptible	green	16S rRNA	24.85	6.95	411	6.25	637	ISO-2026-62-1	Enterococcus faecalis	Automated Script	Contig_62	85.6
APR-004	River Water	2025-03-10	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	23.51	6.35	565	5.95	875	ISO-2026-62-2	Pseudomonas aeruginosa	Automated Script	Contig_62	88.9
APR-005	River Water	2025-03-10	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	23.74	6.61	443	6.08	687	ISO-2026-62-3	Klebsiella pneumoniae	Automated Script	Contig_62	87.5
APR-006	River Water	2025-03-10	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	23.76	7.23	349	6.33	541	ISO-2026-62-4	Klebsiella pneumoniae	Automated Script	Contig_62	85.3
APR-002	River Water	2025-03-17	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	22.96	6.08	540	5.86	836	ISO-2026-63-0	Pseudomonas aeruginosa	Automated Script	Contig_63	90.5
APR-003	River Water	2025-03-17	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	23.83	6.94	433	5.71	671	ISO-2026-63-1	Klebsiella pneumoniae	Automated Script	Contig_63	88.6
APR-004	River Water	2025-03-17	Pretoria Zoo - Apies River	-25.735	28.188	blaNDM-1, mcr-1	Resistant	red	16S rRNA	23.16	6.28	569	6.12	881	ISO-2026-63-2	E. coli	Automated Script	Contig_63	88.9
APR-005	River Water	2025-03-17	Wonderboom - Apies River	-25.69	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	24.30	6.55	457	6.38	709	ISO-2026-63-3	E. coli	Automated Script	Contig_63	99.1
APR-006	River Water	2025-03-17	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	23.55	7.02	724	6.44	1123	ISO-2026-63-4	Klebsiella pneumoniae	Automated Script	Contig_63	86.8
APR-002	River Water	2025-03-24	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	22.44	5.95	527	6.33	816	ISO-2026-64-0	Pseudomonas aeruginosa	Automated Script	Contig_64	89.9
APR-003	River Water	2025-03-24	Pretoria CBD	-25.746	28.201	acrB, tolC	Susceptible	green	16S rRNA	23.66	7.06	435	6.21	674	ISO-2026-64-1	Pseudomonas aeruginosa	Automated Script	Contig_64	93.5
APR-004	River Water	2025-03-24	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	22.35	6.11	587	6.68	910	ISO-2026-64-2	Klebsiella pneumoniae	Automated Script	Contig_64	85.8
APR-005	River Water	2025-03-24	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	22.61	6.41	448	6.60	695	ISO-2026-64-3	E. coli	Automated Script	Contig_64	89.5
APR-006	River Water	2025-03-24	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	22.22	7.40	360	5.98	558	ISO-2026-64-4	Pseudomonas aeruginosa	Automated Script	Contig_64	97.7
APR-002	River Water	2025-03-31	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	21.37	6.03	511	6.46	792	ISO-2026-65-0	Pseudomonas aeruginosa	Automated Script	Contig_65	98.5
APR-003	River Water	2025-03-31	Pretoria CBD	-25.746	28.201	ampC_intrinsic	Susceptible	green	16S rRNA	22.55	6.96	417	6.29	647	ISO-2026-65-1	Klebsiella pneumoniae	Automated Script	Contig_65	93.0
APR-004	River Water	2025-03-31	Pretoria Zoo - Apies River	-25.735	28.188	ampC_intrinsic	Susceptible	green	16S rRNA	21.67	6.11	571	6.20	885	ISO-2026-65-2	Enterococcus faecalis	Automated Script	Contig_65	93.4
APR-005	River Water	2025-03-31	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	21.04	6.46	436	6.80	675	ISO-2026-65-3	Enterococcus faecalis	Automated Script	Contig_65	94.8
APR-006	River Water	2025-03-31	Pretoria North - Apies River	-25.67	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	21.94	7.21	368	6.05	571	ISO-2026-65-4	Pseudomonas aeruginosa	Automated Script	Contig_65	99.9
APR-002	River Water	2025-04-07	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	21.27	5.93	549	7.07	851	ISO-2026-66-0	E. coli	Automated Script	Contig_66	91.4
APR-003	River Water	2025-04-07	Pretoria CBD	-25.746	28.201	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	20.58	7.17	402	6.46	624	ISO-2026-66-1	Klebsiella pneumoniae	Automated Script	Contig_66	97.2
APR-004	River Water	2025-04-07	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	21.64	6.34	588	6.57	912	ISO-2026-66-2	Enterococcus faecalis	Automated Script	Contig_66	95.7
APR-005	River Water	2025-04-07	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	21.54	6.52	439	6.80	681	ISO-2026-66-3	E. coli	Automated Script	Contig_66	88.8
APR-006	River Water	2025-04-07	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	21.73	7.29	352	6.33	546	ISO-2026-66-4	Pseudomonas aeruginosa	Automated Script	Contig_66	92.1
APR-002	River Water	2025-04-14	Groenkloof - Apies River	-25.78	28.1957	blaNDM-1, mcr-1	Resistant	red	16S rRNA	20.18	5.95	534	7.14	827	ISO-2026-67-0	Pseudomonas aeruginosa	Automated Script	Contig_67	97.2
APR-003	River Water	2025-04-14	Pretoria CBD	-25.746	28.201	acrB, tolC	Susceptible	green	16S rRNA	20.73	7.14	411	6.44	636	ISO-2026-67-1	Enterococcus faecalis	Automated Script	Contig_67	92.1
APR-004	River Water	2025-04-14	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	21.54	6.03	560	7.06	869	ISO-2026-67-2	Enterococcus faecalis	Automated Script	Contig_67	96.6
APR-005	River Water	2025-04-14	Wonderboom - Apies River	-25.69	28.187	ampC_intrinsic	Susceptible	green	16S rRNA	19.96	6.67	452	6.93	700	ISO-2026-67-3	Klebsiella pneumoniae	Automated Script	Contig_67	88.4
APR-006	River Water	2025-04-14	Pretoria North - Apies River	-25.67	28.187	vanA, mecA	Resistant	red	16S rRNA	20.46	7.17	375	6.63	582	ISO-2026-67-4	Enterococcus faecalis	Automated Script	Contig_67	95.8
APR-002	River Water	2025-04-21	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	20.64	6.02	526	6.79	815	ISO-2026-68-0	E. coli	Automated Script	Contig_68	87.4
APR-003	River Water	2025-04-21	Pretoria CBD	-25.746	28.201	blaNDM-1, mcr-1	Resistant	red	16S rRNA	20.60	7.17	428	6.50	663	ISO-2026-68-1	Enterococcus faecalis	Automated Script	Contig_68	97.9
APR-004	River Water	2025-04-21	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	19.49	6.30	567	7.09	879	ISO-2026-68-2	Enterococcus faecalis	Automated Script	Contig_68	93.8
APR-005	River Water	2025-04-21	Wonderboom - Apies River	-25.69	28.187	acrB, tolC	Susceptible	green	16S rRNA	19.61	6.40	935	7.01	1449	ISO-2026-68-3	Klebsiella pneumoniae	Automated Script	Contig_68	86.5
APR-006	River Water	2025-04-21	Pretoria North - Apies River	-25.67	28.187	blaNDM-1, mcr-1	Resistant	red	16S rRNA	20.11	7.16	362	6.89	561	ISO-2026-68-4	Pseudomonas aeruginosa	Automated Script	Contig_68	86.1
APR-002	River Water	2025-04-28	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	19.53	6.07	525	7.14	813	ISO-2026-69-0	Pseudomonas aeruginosa	Automated Script	Contig_69	96.2
APR-003	River Water	2025-04-28	Pretoria CBD	-25.746	28.201	vanA, mecA	Resistant	red	16S rRNA	19.55	7.08	409	7.37	634	ISO-2026-69-1	Enterococcus faecalis	Automated Script	Contig_69	98.3
APR-004	River Water	2025-04-28	Pretoria Zoo - Apies River	-25.735	28.188	vanA, mecA	Resistant	red	16S rRNA	20.18	6.29	571	6.65	885	ISO-2026-69-2	Enterococcus faecalis	Automated Script	Contig_69	90.9
APR-005	River Water	2025-04-28	Wonderboom - Apies River	-25.69	28.187	vanA, mecA	Resistant	red	16S rRNA	19.11	6.65	788	6.85	1221	ISO-2026-69-3	E. coli	Automated Script	Contig_69	93.6
APR-006	River Water	2025-04-28	Pretoria North - Apies River	-25.67	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	18.30	7.28	878	7.50	1362	ISO-2026-69-4	Enterococcus faecalis	Automated Script	Contig_69	96.6
APR-002	River Water	2025-05-05	Groenkloof - Apies River	-25.78	28.1957	vanA, mecA	Resistant	red	16S rRNA	18.43	6.20	509	7.08	789	ISO-2026-70-0	E. coli	Automated Script	Contig_70	94.5
APR-003	River Water	2025-05-05	Pretoria CBD	-25.746	28.201	blaNDM-1, mcr-1	Resistant	red	16S rRNA	19.15	6.81	910	7.41	1411	ISO-2026-70-1	Pseudomonas aeruginosa	Automated Script	Contig_70	87.2
APR-004	River Water	2025-05-05	Pretoria Zoo - Apies River	-25.735	28.188	qnrS1, strA	Intermediate	yellow	16S rRNA	19.07	6.10	556	7.06	863	ISO-2026-70-2	Pseudomonas aeruginosa	Automated Script	Contig_70	96.9
APR-005	River Water	2025-05-05	Wonderboom - Apies River	-25.69	28.187	tet(A), blaTEM-1	Intermediate	yellow	16S rRNA	18.04	6.60	467	7.65	723	ISO-2026-70-3	Enterococcus faecalis	Automated Script	Contig_70	99.7
